Unnamed: 0.1,resturant_name,customer_name,customer_reviews_number,customer_reviews_date,comments,number_number_of_star
202,Motpak,Alon B.,1.0,17/07/2018,"A small jump to Turkey and back, one of the best if not the best in Tel Aviv. warmly recommended",5.0
203,Motpak,kobi V.,19.0,18/05/2020,Insanely delicious !! Both the shawarma and the kebab.,5.0
204,Motpak,Avi M.,13.0,08/01/2020,Nothing.,3.0
205,Motpak,Liad e.,16.0,29/09/2020,Cool Turkish shawarma full of indulgence,4.0
206,Motpak,Sandra A.,2.0,02/10/2020,Delicious at the highest level,5.0
207,Motpak,Almog P.,3.0,26/08/2019,It was amazing what a very high level food,5.0
208,Motpak,Aharon C.,3.0,06/06/2019,An experience of food. An oppressive queue is somewhat strong in seats,4.0
209,Motpak,Tal H.,62.0,10/10/2019,Shawarma is very tasty. warmly recommended,5.0
210,Motpak,Michael b.,1.0,14/06/2020,Walla is crazy,5.0
211,Motpak,Ilan m.,3.0,30/07/2019,Really delicious and anyone who loves Turkish music will love more,4.0
212,Motpak,Tomer c.,12.0,20/02/2020,The best I've eaten,5.0
213,Motpak,Raneen H.,1.0,16/05/2019,Was tasty for us but not wow and the service turned 👍,4.0
214,Motpak,Bandon K.,2.0,20/01/2020,The best I've eaten,5.0
215,Motpak,Humility.,9.0,14/01/2019,Want to see and taste hope we jump in again this week,4.0
216,Motpak,Noam B.,4.0,22/03/2019,A different culinary experience. Worth!!,5.0
217,Motpak,Sarit T.,4.0,19/06/2019,High quality and delicious!,5.0
218,Motpak,Maayan m.,1.0,27/07/2019,Perfect,5.0
219,Motpak,Tomer T.,2.0,23/05/2019,number 1,5.0
220,Motpak,Nik M.,1.0,16/04/2019,💪💪💪,5.0
221,Motpak,hagay o.,2.0,17/04/2019,league,4.0
222,Motpak,A. H.,3.0,06/01/2019,Original!,5.0
223,Motpak,Amit B.,1.0,27/08/2018,I ate there today. Very very little meat and very far from being a quality Turkish shawarma and that is what I say as a true shawarma lover for 40 years. I was severely disappointed !!,1.0
224,Motpak,Rosen E.,2.0,05/02/2019,10!!!!,5.0
225,Motpak,On the item.,3.0,20/03/2018,Great shawarma,5.0
226,Motpak,Eran Laor,,25/01/2021,This is the best street food in town - is it like that at home too?,
227,Motpak,Matan Sharon,,21/01/2021,Disappointing Delivery: This is still the best dish in town,
228,Motpak,Hilik Gurfinkel,,26/05/2018,Restaurant | The Tel Aviv pods are already queuing up in Motpak,
229,Under the tree,Bar C.,244.0,26/10/2021,"I enter the review a second time to correct my first review. For the first time I ordered a salad that was very meager and not to my taste. The other times I ordered from there after the event the food was just excellent, mostly their sandwiches are amazing and also the service is wonderful.",4.0
230,Under the tree,Osnat S.,12.0,12/01/2022,"A neighborhood and cool cafe with a special atmosphere, clean, excellent and welcoming service, a warm and cordial attitude, meticulous and pampering dishes, a varied menu that meets all expectations, fresh raw materials, it is difficult to decide what to order. An excellent willow dish for the sour taste of the chipotle with the rice that is well made and the chicken breast in the right measure. Harmony of flavors I enjoyed every bite.",5.0
231,Under the tree,eden and.,1.0,20/03/2022,"Terrible cafe. Do not go!!! First of all it was listed on the menu that there is gluten free bread so I came especially. And was not. I was served a dish with her hair (eyelash) inside the dish. Then they gave me a pastry for compensation that had a big hair (in front of a person) repulsive at disgusting coffee levels (mimi, as if spilled on someone else's coffee with some water) do yourself a favor and do not come",1.0
232,Under the tree,asaf i.,13.0,24/01/2020,"The place to warm up in the winter 😱 So we thought that in a neighborhood cafe they drink coffee in small but then we tasted spinach soup and delicious sour chickpeas, lentil patties and baked cauliflower in grinding turmeric from which you can eliminate crates and goulash 🇭🇺 which Budapest seniors would also be proud of 🏆. But you know us, there are desserts 🍩! Gluten-free cookies, date cookies, crazy donuts that float devoured until brides 🐝 and a chocolate-blown chocolate cookie (as if there is no tomorrow!) That he picked up on his own 🧸.",5.0
233,Under the tree,Eden T.,1.0,30/07/2020,"I got to know this amazing place through a friend's recommendation. Corner, family with personal service. A charming team that does everything and goes beyond ""necessary"" to give the best experience! Good food, great atmosphere, very fair prices 🤩 The friend recommended me the place 5 years ago and since then I sit there regularly twice a week and recommend to anyone who wants to sit in a cafe and go out with a huge smile 😉",5.0
234,Under the tree,alon s.,1.0,09/01/2022,"As one who consumes a lot out there this is one of the surprising places I have tasted in the last year, not joking about what is served, how it is served, how the customer really feels and is treated accordingly. From coffee to a full meal at the end of the road, very tasty, generous and very pleasant.",5.0
235,Under the tree,Yoni C.,2.0,11/01/2022,"It was amazing! For a long time I did not come across such a good service. Rich menu, full and varied I sat with my wife who usually has a hard time finding dishes she likes on the menu (vegetarian) - and she really loved too. Thank you very much and I highly recommend",5.0
236,Under the tree,Ori.,1.0,11/01/2022,"Wow Wow wow! What service, what courtesy, what delicious !!! I got there by chance when I was on my way somewhere and fell in love. Do not give up their eyeball roast beef sandwich for any fortune in the world. warmly recommended!!",5.0
237,Under the tree,Sophia H.,1.0,06/06/2021,"A neighborhood cafe with a great selection of sandwiches, salads and other hot dishes. Great barista coffee who know the job, fast and friendly service of course the big plus that the place is open 24 7 except Friday night. Great options for vegans.",5.0
238,Under the tree,Amit A.,1.0,21/07/2021,"Highly recommend! The food, service and atmosphere are great. We sat several times and also ordered at Wolt - the food always came hot, delicious and inviting. There is a large selection for vegans and vegetarians. We will continue to come back and eat with you :)",5.0
239,Under the tree,Mike D.,1.0,13/01/2022,"The best place !!!! Hot in Tel Aviv and the surrounding area! The service is always with a smile, the food is fresh, delicious and inviting and the coffee ... but what a coffee ... perfection !!!",5.0
240,Under the tree,Liron S.,10.0,02/04/2022,Great place and recommended. Delicious food and a great selection. Highly recommended.,5.0
241,Under the tree,Roy S.,1.0,30/07/2020,"It was a great experience! The place is neighborhood, fun and cool. Fine coffee and fresh and delicious food. We ordered asado rice which was amazing and full of meat and onions and also the best roast beef sandwich in town! In short highly recommend!",5.0
242,Under the tree,Noga D.,1.0,11/01/2022,"My favorite cafe in town, most gives a sense of home! Delicious and fresh food and unparalleled service in the city ️",5.0
243,Under the tree,Omer G.,2.0,11/01/2022,"Cafe No. 1 in Tel Aviv! Everything is fast, very tasty and most important of all an excellent staff that creates a good atmosphere.",5.0
244,Under the tree,Daniel Z.,1.0,28/04/2021,"Stunning service and really delicious food! My regular cafe for two years, always make a good atmosphere and the food comes fast and delicious! Really recommend! There is no ️ about them",5.0
245,Under the tree,Dudu Z.,2.0,13/06/2019,"Cafe in an amazing location, under a tree literally amazingly delicious dishes, great service. The landlord is attentive and takes care of all the customers, does not miss anything. A cafe experience, highly recommended, in the cold and in all weathers!",5.0
246,Under the tree,Itay N.,13.0,01/05/2022,Cute place. Small tables when two people invite to eat. Price round for the portion size,4.0
247,Under the tree,Omri S.,1.0,11/01/2022,"Amazing experience, stunning place, great food, cool atmosphere and the best service in town !!",5.0
248,Under the tree,Inbaling i.,20.0,25/08/2021,"Conduct under all criticism! Receive an order, charge the credit card and only then call the restaurant to announce that there are no couriers and in addition the card can not be canceled. Just cheating!",1.0
249,Under the tree,Alma R.,2.0,11/01/2022,Wow the food under the tree is insanely delicious! And the service even more! Great. There is nothing about them,5.0
250,Under the tree,lia g.,1.0,14/04/2021,A small cafe with delicious food at levels not only coffee and pastries must especially taste the Asian chicken salad and feta salad! In short highly recommended !!! 🥰,5.0
251,Under the tree,Ilan S.,1.0,12/01/2022,Amazing cozy place clean excellent service the food is very tasty and fun to sit there,5.0
252,Under the tree,Mika K.,1.0,15/06/2021,I have no words .. just perfect ️ The salad came super fast and was delicious and insanely fresh there is nothing about this place and there will not be either 😍😍😍,5.0
253,Under the tree,Daria g.,2.0,29/06/2021,Fun to sit and also a great booking experience !! I ordered at an absolutely great price and it was so much fun> 3 in short a perfect place,5.0
254,Under the tree,Diane P.,1.0,11/01/2022,A place with a lovely atmosphere and 5 star food 🤩,5.0
255,Under the tree,Tamir D.,1.0,23/04/2021,"Delicious, rich and pampering! I ordered Michelle toast through wolt and it arrived properly, hot, fresh and with cheese stretched!",5.0
256,Under the tree,Sara A.,1.0,17/07/2019,"Nice place to sit under a tree. We ate a shawarma salad for lunch. It was tasty. You could have invested a little more in the salad: too many bibi leaves, delicious cherry tomatoes. Lacks a variety of vegetables.",4.0
257,Under the tree,Japanese S.,3.0,24/04/2020,"Although delivery but this is the cafe with the biggest heart. It is felt in the delicious dishes and on days when they are repaired when there is no global plague, it is a real pleasure",5.0
258,Under the tree,Hadas a.,1.0,11/01/2022,tasty. Excellent service and open 24/7!,5.0
259,Under the tree,My c.,2.0,07/08/2019,"A cozy place with very kind staff, a fun place to go in and sit. We arrived in the evening, ate a lentil salad and rice with chicken and really enjoyed ourselves. It is highly recommended!",5.0
260,Under the tree,Avia L.,1.0,11/01/2022,Everything I'm looking for in a coffee shop😍,5.0
261,Under the tree,The N.,1.0,23/04/2021,Excellent food and accurate and sufficient quantities of raw materials. I will definitely order again and try more dishes!,5.0
262,Under the tree,Yarden B.,1.0,29/04/2021,"No under the tree! Amazing food, great service, fire vibe .. and a cannon manager named Adi! Love ️",5.0
263,Under the tree,Rona C.,2.0,08/05/2021,"Fun and pleasant atmosphere, amazing service 👏🏽, delicious and fresh food😋 and great desserts 👌🏼",5.0
264,Under the tree,romy s.,3.0,14/11/2021,Stunning place in levels! There is a Tel Aviv crying atmosphere,5.0
265,Under the tree,Omar A.,1.0,14/04/2021,Great place !! Always fun to come - the atmosphere is always good and the staff is lovely. The food is always delicious!,5.0
266,Under the tree,Gil R.,1.0,20/05/2021,"The food is always there like clockwork, the dishes are large and satisfying and mostly delicious",5.0
267,Under the tree,Noam B.,1.0,10/08/2021,"Was excellent, courteous and fast service, fresh and delicious food insanely 🤍",5.0
268,Under the tree,Shashef A.,1.0,10/05/2021,"The best cafe in Tel Aviv, a point from the coffee to the last of the desserts, everything is perfect ️",5.0
269,Under the tree,Jonathan H.,1.0,06/05/2021,One of the delicious things I ate Amallah the disassembled asado sandwich is screaming,5.0
270,Under the tree,Gal M.,12.0,31/05/2021,Amazing place no matter when I always go service and amazing food Highly recommend :),5.0
271,Under the tree,Aviv M.,1.0,03/05/2021,"Amazing food, great service, I ordered a delivery that arrived completely fast, highly recommend!",5.0
272,Under the tree,David J.,2.0,19/08/2019,"First time in this amazing place, just no words, food, service and most importantly cleanliness. Professional and skilled staff, a pleasure!",5.0
273,Under the tree,Naama m.,3.0,29/04/2021,Excellent food and an insane service team that loves to make people happy in the stomach️,5.0
274,Under the tree,Ariel B.,2.0,30/07/2020,A neighborhood cafe with a crazy vibe Atmosphere and energies in the sky Amazing food and the staff loves to pamper 😋,5.0
275,Under the tree,nir d.,1.0,10/10/2018,"I happened to pass by, looking for a place to eat. The food was really delicious with their rare and satisfying and indeed satisfying seasoning. I will jump back to eat there :)",5.0
276,Under the tree,Gal N.,1.0,18/05/2021,We ordered a roast beef sandwich and the salmon was perfect and satisfying! Strongly recommends,5.0
277,Under the tree,Gal S.,1.0,24/05/2021,"Great place, great service, on time, high service awareness",5.0
278,Under the tree,Offir B.,1.0,27/10/2019,"A really, really, really lovely place. Excellent fresh and innovative food, courteous and agile service, and a dreamy neighborhood atmosphere. Well done!",5.0
